,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Total Tax Payable,2290845000.0,2640377000.0,2325321000.0,4319245000.0,5059067000.0,
Accounts Payable,30023470000.0,23801507000.0,22600662000.0,23915951000.0,23427066000.0,
Total Assets,425158974000.0,405221132000.0,363033297000.0,349880224000.0,310033249000.0,
Total Non Current Assets,242302690000.0,225434877000.0,210713372000.0,197694900000.0,175515133000.0,
Other Non Current Assets,,1263087000.0,1425511000.0,1356891000.0,,950765000.0
Non Current Prepaid Assets,16090669000.0,17542547000.0,18022980000.0,15132010000.0,12750443000.0,
Non Current Deferred Taxes Assets,255704000.0,868423000.0,299874000.0,329994000.0,254324000.0,
Investmentin Financial Assets,178085000.0,164592000.0,163706000.0,163098000.0,161973000.0,
Long Term Equity Investment,1280062000.0,1194100000.0,1099047000.0,1014877000.0,884293000.0,
Investmentsin Joint Venturesat Cost,,,1099047000.0,1014877000.0,884293000.0,778087000.0
Investmentsin Subsidiariesat Cost,1280062000.0,1194100000.0,1099047000.0,1014877000.0,884293000.0,
Investment Properties,5867749000.0,4984110000.0,4834956000.0,4794622000.0,4407645000.0,
Goodwill And Other Intangible Assets,9343042000.0,9136513000.0,8864621000.0,8812716000.0,8106172000.0,
Other Intangible Assets,8680434000.0,8495678000.0,8248104000.0,8206356000.0,7553286000.0,
Goodwill,662608000.0,640835000.0,616517000.0,606360000.0,552886000.0,
Net PPE,207876070000.0,190157885000.0,175885999000.0,166000021000.0,147860664000.0,
Accumulated Depreciation,-232505669000.0,-223268323000.0,-212366885000.0,-206418650000.0,-186755018000.0,
Gross PPE,440381739000.0,413426208000.0,388252884000.0,372418671000.0,334615682000.0,
Construction In Progress,81057649000.0,,,,44476013000.0,
Other Properties,3286685000.0,413426208000.0,388252884000.0,372418671000.0,2395164000.0,
Machinery Furniture Equipment,263480423000.0,,,,213008764000.0,
Buildings And Improvements,53205473000.0,,,,43431128000.0,
Land And Improvements,39351509000.0,,,,31304613000.0,
Properties,0.0,,,,0.0,
Current Assets,182856284000.0,179786255000.0,152319925000.0,152185324000.0,134518116000.0,
Other Current Assets,,15285610000.0,13076591000.0,21915873000.0,924368000.0,17144908000.0
Hedging Assets Current,249118000.0,20907000.0,172963000.0,64509000.0,11396000.0,
Prepaid Assets,4078778000.0,1978843000.0,2193957000.0,2620299000.0,2135957000.0,
Inventory,78762398000.0,86431444000.0,82550430000.0,78137696000.0,67276704000.0,
Inventories Adjustments Allowances,-2895193000.0,-2525367000.0,-2451844000.0,-2428307000.0,-2234866000.0,
Other Inventories,6853416000.0,6569676000.0,5875108000.0,5582068000.0,5081116000.0,
Finished Goods,24856036000.0,25549964000.0,28055614000.0,32719101000.0,25664368000.0,
Work In Process,15716887000.0,21297327000.0,19291894000.0,15496570000.0,13601334000.0,
Raw Materials,34231252000.0,35539844000.0,31779658000.0,26768264000.0,25164752000.0,
Other Receivables,2661538000.0,162633000.0,163148000.0,137821000.0,1032428000.0,
Taxes Receivable,13794336000.0,,,,17897678000.0,
Accounts Receivable,26463914000.0,23547947000.0,24515854000.0,23048572000.0,20353161000.0,
Allowance For Doubtful Accounts Receivable,-138031000.0,,,,-123462000.0,
Gross Accounts Receivable,26601945000.0,23547947000.0,24515854000.0,23048572000.0,20476623000.0,
Cash Cash Equivalents And Short Term Investments,56846202000.0,52358871000.0,29646982000.0,26260554000.0,25810792000.0,
Other Short Term Investments,1586209000.0,4521202000.0,1214981000.0,1829647000.0,1737825000.0,
Cash And Cash Equivalents,55259993000.0,47837669000.0,28432001000.0,24430907000.0,24072967000.0,
Cash Equivalents,,,,,23180843000.0,
Cash Financial,55259993000.0,,,,892124000.0,
