,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Non Current Deferred Taxes Assets,5409000000.0,5162000000.0,4420000000.0,3978000000.0,3579000000.0,
Goodwill And Other Intangible Assets,12133000000.0,12043000000.0,12066000000.0,12091000000.0,12109000000.0,
Other Intangible Assets,1225000000.0,1244000000.0,1296000000.0,1331000000.0,1387000000.0,
Goodwill,10908000000.0,10799000000.0,10770000000.0,10760000000.0,10722000000.0,
Net PPE,4460000000.0,4665000000.0,4744000000.0,4724000000.0,4907000000.0,
Accumulated Depreciation,,-8876000000.0,,,,-7668000000.0
Gross PPE,,13541000000.0,,,,12710000000.0
Leases,,550000000.0,,,,485000000.0
Construction In Progress,,126000000.0,,,,226000000.0
Machinery Furniture Equipment,,10808000000.0,,,,9981000000.0
Buildings And Improvements,,1888000000.0,,,,1849000000.0
Land And Improvements,,169000000.0,,,,169000000.0
Properties,,0.0,,,,0.0
Current Assets,26065000000.0,25231000000.0,23332000000.0,24232000000.0,23439000000.0,
Other Current Assets,1907000000.0,1579000000.0,1332000000.0,1240000000.0,1288000000.0,
Assets Held For Sale Current,,0.0,0.0,0.0,337000000.0,341000000.0
Inventory,6303000000.0,6423000000.0,6020000000.0,6087000000.0,6247000000.0,
Finished Goods,2334000000.0,2586000000.0,2440000000.0,2260000000.0,2128000000.0,
Work In Process,3636000000.0,3497000000.0,3316000000.0,3670000000.0,3941000000.0,
Raw Materials,333000000.0,340000000.0,264000000.0,157000000.0,178000000.0,
Receivables,3550000000.0,3929000000.0,2948000000.0,3054000000.0,3513000000.0,
Other Receivables,,1582000000.0,,,,1260000000.0
Accounts Receivable,3550000000.0,2347000000.0,2948000000.0,3054000000.0,3513000000.0,
Cash Cash Equivalents And Short Term Investments,14305000000.0,13300000000.0,13032000000.0,13851000000.0,12054000000.0,
Other Short Term Investments,5592000000.0,5451000000.0,5262000000.0,4632000000.0,3921000000.0,
Cash And Cash Equivalents,8713000000.0,7849000000.0,7770000000.0,9219000000.0,8133000000.0,
Cash Equivalents,,,,8010000000.0,,
Cash Financial,,,,1209000000.0,,
