,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Other Current Assets,64000000.0,2769938000.0,2849228000.0,3343815000.0,115633000.0,
Hedging Assets Current,576645000.0,497116000.0,397528000.0,688014000.0,953122000.0,
Restricted Cash,80016000.0,179476000.0,172666000.0,169821000.0,9338580000.0,
Prepaid Assets,3897265000.0,5015488000.0,4072425000.0,4180413000.0,3708686000.0,
Inventory,42475739000.0,42798801000.0,38836087000.0,36180589000.0,47514615000.0,
Inventories Adjustments Allowances,-2825891000.0,-1949718000.0,-1338346000.0,-1232228000.0,-1588560000.0,
Other Inventories,755983000.0,964903000.0,1202282000.0,1152385000.0,2136495000.0,
Finished Goods,26386163000.0,26203555000.0,23934019000.0,21771980000.0,28984016000.0,
Work In Process,2046244000.0,1243446000.0,1199834000.0,1448423000.0,1377402000.0,
Raw Materials,16113240000.0,16336615000.0,13838298000.0,13040029000.0,16605262000.0,
Other Receivables,541506000.0,2404031000.0,2176860000.0,1064055000.0,2161889000.0,
Taxes Receivable,3591392000.0,448168000.0,406813000.0,550040000.0,4069579000.0,
Accounts Receivable,26096363000.0,35524167000.0,33229029000.0,30287900000.0,39661549000.0,
Allowance For Doubtful Accounts Receivable,-353330000.0,-298812000.0,-922683000.0,-826589000.0,-369067000.0,
Gross Accounts Receivable,26449693000.0,35822979000.0,34151712000.0,31114489000.0,40030616000.0,
Cash Cash Equivalents And Short Term Investments,56885391000.0,62968235000.0,67374840000.0,42399359000.0,55419693000.0,
Other Short Term Investments,3226366000.0,645216000.0,484885000.0,4006590000.0,902347000.0,
Cash And Cash Equivalents,53659025000.0,62323019000.0,66889955000.0,38392769000.0,54517346000.0,
Cash Equivalents,43536116000.0,57568596000.0,55457776000.0,21804607000.0,40337002000.0,
Cash Financial,10122909000.0,4754423000.0,11432179000.0,16588162000.0,14180344000.0,
