,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Buildings And Improvements,5447849000.0,,,,4188960000.0,
Land And Improvements,1796663000.0,,,,904788000.0,
Properties,0.0,,,,0.0,
Current Assets,19439811000.0,18562881058.0,18282528908.0,18679462938.0,22674861000.0,
Other Current Assets,11104000.0,1053527299.0,945093936.0,862631299.0,9012000.0,
Hedging Assets Current,,,,8256705.0,0.0,0.0
Assets Held For Sale Current,9234000.0,10386575.0,14084250.0,17056250.0,22532000.0,
Restricted Cash,,5238780.0,12475914.0,2363869.0,782582.0,
Prepaid Assets,1175668000.0,1314042923.0,994079274.0,955437102.0,1199694000.0,
Inventory,1413841000.0,2026991515.0,1610363251.0,1294545085.0,1594028000.0,
Inventories Adjustments Allowances,-64000.0,-60053.0,-55135.0,-50860.0,-64000.0,
Other Inventories,24097000.0,19308598.0,17075040.0,182773.0,311000.0,
Finished Goods,639119000.0,1277275668.0,1114762361.0,901380372.0,1127938000.0,
Work In Process,139025000.0,292180249.0,126270909.0,69122239.0,22066000.0,
Raw Materials,611664000.0,438287053.0,352310076.0,323910561.0,443777000.0,
Other Receivables,83504000.0,351765405.0,273736998.0,197395661.0,544105000.0,
Taxes Receivable,1351774000.0,64175282.0,122142334.0,61843364.0,1033523000.0,
Accounts Receivable,1878332000.0,3241366167.0,4323165873.0,3532732598.0,4228632000.0,
Allowance For Doubtful Accounts Receivable,-68208000.0,-45514535.0,-28442579.0,-29260869.0,-34197000.0,
Gross Accounts Receivable,1946540000.0,3286880702.0,4351608452.0,3561993467.0,4262829000.0,
Cash Cash Equivalents And Short Term Investments,13516354000.0,10495387112.0,9987387078.0,11747201005.0,14043335000.0,
Other Short Term Investments,4779880000.0,6351044454.0,6101026942.0,7165191045.0,9316566000.0,
Cash And Cash Equivalents,8736474000.0,4144342658.0,3886360136.0,4582009960.0,4726769000.0,
Cash Equivalents,2043329000.0,2440270762.0,2524607412.0,2391907281.0,4281097000.0,
Cash Financial,6693145000.0,1704071896.0,1361752724.0,2190102679.0,445672000.0,
