,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Current Debt And Capital Lease Obligation,3729000000.0,3765000000.0,4695000000.0,4581000000.0,2288000000.0,
Current Debt,3729000000.0,3765000000.0,4695000000.0,4581000000.0,2288000000.0,
Other Current Borrowings,3729000000.0,,,,2288000000.0,
Pensionand Other Post Retirement Benefit Plans Current,3343000000.0,5015000000.0,2651000000.0,2506000000.0,3655000000.0,
Payables And Accrued Expenses,28594000000.0,23179000000.0,21681000000.0,17226000000.0,22110000000.0,
Current Accrued Expenses,14282000000.0,9665000000.0,10207000000.0,8321000000.0,12425000000.0,
Payables,14312000000.0,13514000000.0,11474000000.0,8905000000.0,9685000000.0,
Total Tax Payable,1756000000.0,2440000000.0,1856000000.0,346000000.0,1107000000.0,
Income Tax Payable,1756000000.0,2440000000.0,1856000000.0,346000000.0,1107000000.0,
Accounts Payable,12556000000.0,11074000000.0,9618000000.0,8559000000.0,8578000000.0,
Total Assets,196485000000.0,193542000000.0,206205000000.0,192733000000.0,191572000000.0,
Total Non Current Assets,149161000000.0,147405000000.0,155376000000.0,150125000000.0,148303000000.0,
Other Non Current Assets,7475000000.0,9006000000.0,14329000000.0,11947000000.0,13647000000.0,
Investments And Advances,5383000000.0,5496000000.0,5824000000.0,6139000000.0,5829000000.0,
Investmentin Financial Assets,5383000000.0,5493000000.0,5820000000.0,6135000000.0,5829000000.0,
Available For Sale Securities,5383000000.0,5493000000.0,5820000000.0,6135000000.0,5829000000.0,
Long Term Equity Investment,,3000000.0,4000000.0,4000000.0,5000000.0,5000000.0
Goodwill And Other Intangible Assets,28384000000.0,28655000000.0,31825000000.0,32115000000.0,32180000000.0,
Other Intangible Assets,3691000000.0,3975000000.0,4383000000.0,4675000000.0,4589000000.0,
Goodwill,24693000000.0,24680000000.0,27442000000.0,27440000000.0,27591000000.0,
Net PPE,107919000000.0,104248000000.0,103398000000.0,99924000000.0,96647000000.0,
Accumulated Depreciation,-102193000000.0,-101124000000.0,-100173000000.0,-99315000000.0,-98010000000.0,
Gross PPE,210112000000.0,205372000000.0,203571000000.0,199239000000.0,194657000000.0,
Construction In Progress,50418000000.0,,,,43442000000.0,
Machinery Furniture Equipment,103150000000.0,,,,100033000000.0,
Properties,56544000000.0,,,,51182000000.0,
Current Assets,47324000000.0,46137000000.0,50829000000.0,42608000000.0,43269000000.0,
Other Current Assets,9586000000.0,6868000000.0,7181000000.0,6480000000.0,3706000000.0,
Inventory,12198000000.0,12062000000.0,11244000000.0,11494000000.0,11127000000.0,
Finished Goods,3422000000.0,3657000000.0,3666000000.0,3725000000.0,3758000000.0,
Work In Process,7432000000.0,6971000000.0,6294000000.0,6560000000.0,6203000000.0,
Raw Materials,1344000000.0,1434000000.0,1284000000.0,1209000000.0,1166000000.0,
Receivables,3478000000.0,3121000000.0,3131000000.0,3323000000.0,3402000000.0,
Accounts Receivable,3478000000.0,3121000000.0,3131000000.0,3323000000.0,3402000000.0,
Cash Cash Equivalents And Short Term Investments,22062000000.0,24086000000.0,29273000000.0,21311000000.0,25034000000.0,
Other Short Term Investments,13813000000.0,15301000000.0,17986000000.0,14388000000.0,17955000000.0,
Cash And Cash Equivalents,8249000000.0,8785000000.0,11287000000.0,6923000000.0,7079000000.0,
