,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Current Provisions,2596000.0,2634000.0,2633000.0,2825000.0,3750000.0,
Payables,13853277000.0,10100537000.0,9979258000.0,7968732000.0,12289793000.0,
Other Payable,139730000.0,135295000.0,231864000.0,221669000.0,205665000.0,
Total Tax Payable,227047000.0,,,,162269000.0,
Accounts Payable,13486500000.0,9965242000.0,9747394000.0,7747063000.0,11921859000.0,
Total Assets,124552685000.0,118901448000.0,115471052000.0,107100655000.0,138301481000.0,
Total Non Current Assets,97420444000.0,95005285000.0,90597891000.0,85251277000.0,108943406000.0,
Other Non Current Assets,132161000.0,115361000.0,93605000.0,95194000.0,114674000.0,
Non Current Prepaid Assets,28992000.0,27846000.0,28395000.0,33085000.0,82024000.0,
Non Current Deferred Taxes Assets,458506000.0,2574979000.0,2250598000.0,563870000.0,701402000.0,
Financial Assets,0.0,12679000.0,80953000.0,58022000.0,59379000.0,
Long Term Equity Investment,30271129000.0,29646045000.0,28639008000.0,27084274000.0,34786528000.0,
Investmentsin Joint Venturesat Cost,,,82511000.0,76114000.0,,
Investments In Other Ventures Under Equity Method,95506000.0,,,,95506000.0,8910000.0
Investmentsin Associatesat Cost,30175623000.0,29556175000.0,28556497000.0,27008160000.0,34691022000.0,
Investmentsin Subsidiariesat Cost,,89870000.0,,,,
Investment Properties,24361465000.0,19088265000.0,19088265000.0,19364141000.0,24297568000.0,
Goodwill And Other Intangible Assets,527157000.0,455515000.0,431515000.0,344097000.0,451575000.0,
Other Intangible Assets,527157000.0,,,,451575000.0,
Net PPE,41641034000.0,43057234000.0,39961874000.0,37687399000.0,48423251000.0,
Accumulated Depreciation,-164719132000.0,-149548392000.0,-136343192000.0,-124912201000.0,-155334843000.0,
Gross PPE,206360166000.0,192605626000.0,176305066000.0,162599600000.0,203758094000.0,
Construction In Progress,8438569000.0,11061607000.0,9740361000.0,8786185000.0,10344512000.0,
Other Properties,11099606000.0,11866133000.0,11316181000.0,11075338000.0,13162960000.0,
Machinery Furniture Equipment,171523380000.0,160875291000.0,147166040000.0,135283038000.0,169685680000.0,
Buildings And Improvements,4320682000.0,3704050000.0,3400995000.0,3137660000.0,4452115000.0,
Land And Improvements,10977929000.0,5098545000.0,4681489000.0,4317379000.0,6112827000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,27132241000.0,23896163000.0,24873161000.0,21849378000.0,29358075000.0,
Other Current Assets,10850000.0,17092000.0,10538000.0,951346000.0,15302000.0,
Hedging Assets Current,81029000.0,23665000.0,81835000.0,90518000.0,86892000.0,
Prepaid Assets,1331859000.0,1073027000.0,1042945000.0,1251640000.0,1115646000.0,
Inventory,7435482000.0,8649596000.0,7428194000.0,5948187000.0,8866129000.0,
Inventories Adjustments Allowances,-84132000.0,-69332000.0,-32477000.0,-23415000.0,-91095000.0,
Other Inventories,968159000.0,934100000.0,838006000.0,574835000.0,1385882000.0,
Finished Goods,3591421000.0,3551309000.0,3717242000.0,2274223000.0,4215014000.0,
Work In Process,1308952000.0,2045146000.0,1608692000.0,1350634000.0,1652898000.0,
Raw Materials,1651082000.0,2188373000.0,1296731000.0,1771910000.0,1703430000.0,
Other Receivables,35294000.0,12314000.0,42789000.0,96157000.0,177189000.0,
Taxes Receivable,1215581000.0,1543542000.0,1114827000.0,49424000.0,1938055000.0,
Accounts Receivable,8374636000.0,8802115000.0,9409098000.0,8889810000.0,10894825000.0,
Allowance For Doubtful Accounts Receivable,-15289000.0,-15289000.0,-15289000.0,-15289000.0,-21110000.0,
Gross Accounts Receivable,8389925000.0,8817404000.0,9424387000.0,8905099000.0,10915935000.0,
Cash Cash Equivalents And Short Term Investments,8647510000.0,3774812000.0,5742935000.0,4572296000.0,6264037000.0,
Other Short Term Investments,478634000.0,600356000.0,411243000.0,346600000.0,431624000.0,
Cash And Cash Equivalents,8168876000.0,3174456000.0,5331692000.0,4225696000.0,5832413000.0,
Cash Equivalents,8163310000.0,3141015000.0,5237260000.0,4192385000.0,5690970000.0,
Cash Financial,5566000.0,33441000.0,94432000.0,33311000.0,141443000.0,
