,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Current Debt,5089000000.0,2637000000.0,5249000000.0,7060000000.0,9477000000.0,
Other Current Borrowings,5089000000.0,,2556000000.0,4630000000.0,7386000000.0,6727000000.0
Commercial Paper,0.0,,2693000000.0,2430000000.0,2091000000.0,4575000000.0
Current Notes Payable,,,,,7386000000.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,570000000.0,,,,631000000.0,
Payables And Accrued Expenses,37114000000.0,33962000000.0,33199000000.0,34061000000.0,37241000000.0,
Current Accrued Expenses,4035000000.0,,,,3885000000.0,
Interest Payable,2020000000.0,,,,2187000000.0,
Payables,33079000000.0,33962000000.0,33199000000.0,34061000000.0,33356000000.0,
Other Payable,2318000000.0,,,,3005000000.0,
Dividends Payable,2027000000.0,2027000000.0,2026000000.0,2088000000.0,2020000000.0,
Total Tax Payable,1301000000.0,,,,1022000000.0,
Accounts Payable,27433000000.0,31935000000.0,31173000000.0,31973000000.0,27309000000.0,
Total Assets,394795000000.0,393719000000.0,398026000000.0,399428000000.0,407060000000.0,
Total Non Current Assets,363627000000.0,363920000000.0,368158000000.0,368983000000.0,370602000000.0,
Other Non Current Assets,17830000000.0,19074000000.0,18810000000.0,19015000000.0,19601000000.0,
Investments And Advances,295000000.0,281000000.0,584000000.0,891000000.0,1251000000.0,
Long Term Equity Investment,295000000.0,281000000.0,584000000.0,891000000.0,1251000000.0,
Goodwill And Other Intangible Assets,195722000000.0,195822000000.0,200410000000.0,200558000000.0,200356000000.0,
Other Intangible Assets,132290000000.0,132390000000.0,132556000000.0,132704000000.0,132502000000.0,
Goodwill,63432000000.0,63432000000.0,67854000000.0,67854000000.0,67854000000.0,
Net PPE,149780000000.0,148743000000.0,148354000000.0,148519000000.0,149394000000.0,
Accumulated Depreciation,-222043000000.0,-218066000000.0,-214835000000.0,-211264000000.0,-211402000000.0,
Gross PPE,371823000000.0,366809000000.0,363189000000.0,359783000000.0,360796000000.0,
Construction In Progress,7452000000.0,,,,5640000000.0,
Other Properties,203782000000.0,366809000000.0,363189000000.0,359783000000.0,196393000000.0,
Machinery Furniture Equipment,119270000000.0,,,,118006000000.0,
Buildings And Improvements,39947000000.0,,,,39380000000.0,
Land And Improvements,1372000000.0,,,,1377000000.0,
Properties,0.0,,,,0.0,
Current Assets,31168000000.0,29799000000.0,29868000000.0,30445000000.0,36458000000.0,
Other Current Assets,15962000000.0,15616000000.0,15273000000.0,15221000000.0,17270000000.0,
Inventory,2270000000.0,2529000000.0,1816000000.0,2127000000.0,2177000000.0,
Receivables,9638000000.0,9068000000.0,9686000000.0,9577000000.0,10289000000.0,
Accounts Receivable,9638000000.0,9068000000.0,9686000000.0,9577000000.0,10289000000.0,
Allowance For Doubtful Accounts Receivable,-375000000.0,-403000000.0,-443000000.0,-463000000.0,-499000000.0,
Gross Accounts Receivable,10013000000.0,9471000000.0,10129000000.0,10040000000.0,10788000000.0,
Cash Cash Equivalents And Short Term Investments,3298000000.0,2586000000.0,3093000000.0,3520000000.0,6722000000.0,
Cash And Cash Equivalents,3298000000.0,2586000000.0,3093000000.0,3520000000.0,6722000000.0,
Cash Equivalents,1149000000.0,1524000000.0,1999000000.0,2318000000.0,5354000000.0,
Cash Financial,2149000000.0,1062000000.0,1094000000.0,1202000000.0,1368000000.0,
