,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Prepaid Assets,4683673000.0,4738384000.0,3009531000.0,2383571000.0,2062380000.0,
Inventory,39938955000.0,45975330000.0,51133871000.0,35877036000.0,29352289000.0,
Inventories Adjustments Allowances,-785744000.0,-654909000.0,-573973000.0,-286027000.0,-53637000.0,
Other Inventories,1400010000.0,1407704000.0,1146528000.0,995191000.0,993648000.0,
Finished Goods,18337865000.0,20745763000.0,27241609000.0,18427320000.0,11762085000.0,
Raw Materials,20986824000.0,24476772000.0,23319707000.0,16740552000.0,16650193000.0,
Other Receivables,3154636000.0,3554139000.0,2933503000.0,2573102000.0,2578975000.0,
Taxes Receivable,15172731000.0,,,92129000.0,7590952000.0,0.0
Accounts Receivable,68226515000.0,61332876000.0,54600674000.0,58679010000.0,45589688000.0,
Allowance For Doubtful Accounts Receivable,-1459263000.0,-1170631000.0,-1214416000.0,-988908000.0,-1197926000.0,
Gross Accounts Receivable,69685778000.0,62503507000.0,55815090000.0,59667918000.0,46787614000.0,
Cash Cash Equivalents And Short Term Investments,22330114000.0,30136854000.0,17854870000.0,26019168000.0,15224502000.0,
Cash And Cash Equivalents,22330114000.0,30136854000.0,17854870000.0,26019168000.0,15224502000.0,
Cash Equivalents,21533233000.0,,,,14236866000.0,
Cash Financial,796881000.0,,,,987636000.0,
