,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Other Non Current Assets,13403000000.0,12904000000.0,7274000000.0,7291000000.0,7796000000.0,
Non Current Deferred Assets,1319000000.0,1428000000.0,1409000000.0,1457000000.0,1561000000.0,
Non Current Deferred Taxes Assets,1319000000.0,1428000000.0,1409000000.0,1457000000.0,1561000000.0,
Investments And Advances,18087000000.0,19037000000.0,19107000000.0,19642000000.0,19671000000.0,
Other Investments,,44000000.0,167000000.0,147000000.0,118000000.0,104000000.0
Long Term Equity Investment,18087000000.0,18993000000.0,18940000000.0,19495000000.0,19671000000.0,
Goodwill And Other Intangible Assets,31440000000.0,32745000000.0,32305000000.0,32234000000.0,32707000000.0,
Other Intangible Assets,13301000000.0,14059000000.0,13981000000.0,14024000000.0,14349000000.0,
Goodwill,18139000000.0,18686000000.0,18324000000.0,18210000000.0,18358000000.0,
Net PPE,10303000000.0,9864000000.0,9508000000.0,9306000000.0,9236000000.0,
Accumulated Depreciation,-9570000000.0,-9784000000.0,-9492000000.0,-9359000000.0,-9233000000.0,
Gross PPE,19873000000.0,19648000000.0,19000000000.0,18665000000.0,18469000000.0,
Machinery Furniture Equipment,14504000000.0,,,,13593000000.0,
Buildings And Improvements,5143000000.0,,,,4647000000.0,
Land And Improvements,226000000.0,,,,229000000.0,
Properties,0.0,,,,0.0,
Current Assets,25997000000.0,30288000000.0,31599000000.0,29462000000.0,26732000000.0,
Other Current Assets,3129000000.0,3177000000.0,3298000000.0,3338000000.0,5235000000.0,
Inventory,4728000000.0,4714000000.0,4763000000.0,4961000000.0,4424000000.0,
Other Inventories,410000000.0,386000000.0,347000000.0,362000000.0,357000000.0,
Finished Goods,1524000000.0,1577000000.0,1615000000.0,1675000000.0,1449000000.0,
Raw Materials,2794000000.0,2751000000.0,2801000000.0,2924000000.0,2618000000.0,
Receivables,3569000000.0,4233000000.0,4545000000.0,4244000000.0,3410000000.0,
Accounts Receivable,3569000000.0,4233000000.0,4545000000.0,4244000000.0,3410000000.0,
Allowance For Doubtful Accounts Receivable,-506000000.0,-502000000.0,-502000000.0,-504000000.0,-502000000.0,
Gross Accounts Receivable,4075000000.0,4735000000.0,5047000000.0,4748000000.0,3912000000.0,
Cash Cash Equivalents And Short Term Investments,14571000000.0,18164000000.0,18993000000.0,16919000000.0,13663000000.0,
Other Short Term Investments,3743000000.0,4226000000.0,5285000000.0,6476000000.0,4297000000.0,
Cash And Cash Equivalents,10828000000.0,13938000000.0,13708000000.0,10443000000.0,9366000000.0,
