,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Other Current Liabilities,19911000.0,206858000.0,35446000.0,144497000.0,33271000.0,
Current Debt And Capital Lease Obligation,13070355000.0,13741772000.0,22841599000.0,23826039000.0,20372554000.0,
Current Capital Lease Obligation,74988000.0,55084000.0,45103000.0,29194000.0,24952000.0,
Current Debt,12995367000.0,13686688000.0,22796496000.0,23796845000.0,20347602000.0,
Current Provisions,180654000.0,184463000.0,177593000.0,169570000.0,152452000.0,
Payables,16311512000.0,14162766000.0,12467007000.0,16200878000.0,16717959000.0,
Other Payable,2926772000.0,2567672000.0,2002103000.0,3068973000.0,1114864000.0,
Dividends Payable,10069000.0,,,,9788000.0,
Total Tax Payable,1045937000.0,2510981000.0,2211664000.0,3459595000.0,3555482000.0,
Accounts Payable,12328734000.0,9084113000.0,8253240000.0,9672310000.0,12037825000.0,
Total Assets,177227261000.0,161442816000.0,158427371000.0,152228100000.0,135571219000.0,
Total Non Current Assets,108089603000.0,100015600000.0,93857447000.0,87281370000.0,78075747000.0,
Non Current Prepaid Assets,4769796000.0,5372571000.0,5774270000.0,4685858000.0,5030306000.0,
Investmentin Financial Assets,69831000.0,67407000.0,67031000.0,66777000.0,66285000.0,
Available For Sale Securities,,,,,65487000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,69831000.0,,,,798000.0,
Long Term Equity Investment,1280062000.0,1194100000.0,1099047000.0,1014877000.0,884293000.0,
Investmentsin Joint Venturesat Cost,1280062000.0,1194100000.0,1099047000.0,1014877000.0,884293000.0,
Goodwill And Other Intangible Assets,1828436000.0,1415961000.0,1345220000.0,1340364000.0,1456713000.0,
Other Intangible Assets,1828436000.0,1415961000.0,1345220000.0,1340364000.0,1456713000.0,
Net PPE,100136575000.0,91960206000.0,85566524000.0,80168139000.0,70632795000.0,
Accumulated Depreciation,-110589105000.0,-106751473000.0,-101731472000.0,-99093401000.0,-89784520000.0,
Gross PPE,210725680000.0,198711679000.0,187297996000.0,179261540000.0,160417315000.0,
Construction In Progress,42005430000.0,,,,22490793000.0,
Other Properties,315054000.0,198711679000.0,187297996000.0,179261540000.0,239174000.0,
Machinery Furniture Equipment,114681968000.0,,,,93498665000.0,
Buildings And Improvements,27175673000.0,,,,22505312000.0,
Land And Improvements,26547555000.0,,,,21683371000.0,
Properties,0.0,,,,0.0,
Current Assets,69137658000.0,61427216000.0,64569924000.0,64946730000.0,57495472000.0,
Other Current Assets,,6151183000.0,4948879000.0,8560917000.0,,6312590000.0
Hedging Assets Current,28785000.0,183214000.0,41638000.0,11889000.0,,30060000.0
Prepaid Assets,1338204000.0,639625000.0,571123000.0,642796000.0,363061000.0,
Inventory,34895478000.0,37093937000.0,36017863000.0,35445888000.0,31673490000.0,
Inventories Adjustments Allowances,-1113085000.0,-1043318000.0,-1003982000.0,-987442000.0,-900361000.0,
Other Inventories,3549244000.0,3354146000.0,2867261000.0,2667868000.0,2417868000.0,
Finished Goods,10166608000.0,9024153000.0,12628144000.0,14293353000.0,13187336000.0,
Work In Process,6265485000.0,10205094000.0,8788886000.0,8585720000.0,6930033000.0,
Raw Materials,16027226000.0,15553862000.0,12737554000.0,10886389000.0,10038614000.0,
Other Receivables,2557238000.0,117587000.0,628601000.0,4688672000.0,4214646000.0,
Taxes Receivable,3942449000.0,,,,4463674000.0,
Accounts Receivable,7406470000.0,6990445000.0,6587672000.0,5847093000.0,5212321000.0,
Allowance For Doubtful Accounts Receivable,-2173000.0,,,,-2030000.0,
Gross Accounts Receivable,7408643000.0,,,,5214351000.0,
Cash Cash Equivalents And Short Term Investments,18969034000.0,10251225000.0,15774148000.0,9749475000.0,11568280000.0,
Other Short Term Investments,191503000.0,,,,,
Cash And Cash Equivalents,18777531000.0,10251225000.0,15774148000.0,9749475000.0,11568280000.0,
Cash Equivalents,18651862000.0,,,,11485496000.0,
Cash Financial,125669000.0,,,,82784000.0,
