,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Income Tax Payable,6056000000.0,9717000000.0,5017000000.0,7311000000.0,5787000000.0,
Accounts Payable,22608000000.0,22768000000.0,21996000000.0,18087000000.0,17695000000.0,
Total Assets,533898000000.0,523013000000.0,512163000000.0,484275000000.0,470558000000.0,
Total Non Current Assets,386818000000.0,373087000000.0,352429000000.0,337095000000.0,323165000000.0,
Other Non Current Assets,36943000000.0,37793000000.0,36460000000.0,35551000000.0,32265000000.0,
Financial Assets,0.0,0.0,0.0,0.0,0.0,
Investments And Advances,15581000000.0,15778000000.0,14600000000.0,14807000000.0,13367000000.0,
Investmentin Financial Assets,2277000000.0,1500000000.0,1500000000.0,1500000000.0,0.0,
Available For Sale Securities,2277000000.0,1500000000.0,1500000000.0,1500000000.0,,
Long Term Equity Investment,13304000000.0,14278000000.0,13100000000.0,13307000000.0,13367000000.0,
Goodwill And Other Intangible Assets,144576000000.0,146125000000.0,146817000000.0,147991000000.0,148827000000.0,
Other Intangible Assets,25385000000.0,26751000000.0,27597000000.0,28828000000.0,29896000000.0,
Goodwill,119191000000.0,119374000000.0,119220000000.0,119163000000.0,118931000000.0,
Net PPE,189718000000.0,173391000000.0,154552000000.0,138746000000.0,128706000000.0,
Accumulated Depreciation,-82820000000.0,-80517000000.0,-76421000000.0,-74945000000.0,-72949000000.0,
Gross PPE,272538000000.0,253908000000.0,230973000000.0,213691000000.0,201655000000.0,
Leases,,,9594000000.0,,,
Other Properties,272538000000.0,253908000000.0,18961000000.0,213691000000.0,201655000000.0,
Machinery Furniture Equipment,,,100312000000.0,,,
Buildings And Improvements,,,93943000000.0,,,
Land And Improvements,,,8163000000.0,,,
Properties,,,0.0,,,
Current Assets,147080000000.0,149926000000.0,159734000000.0,147180000000.0,147393000000.0,
Other Current Assets,26428000000.0,25724000000.0,26021000000.0,21826000000.0,21930000000.0,
Hedging Assets Current,4000000.0,-1000000.0,12000000.0,8000000.0,35000000.0,
Inventory,909000000.0,1626000000.0,1246000000.0,1304000000.0,1615000000.0,
Finished Goods,557000000.0,1127000000.0,845000000.0,951000000.0,1221000000.0,
Work In Process,7000000.0,11000000.0,7000000.0,12000000.0,12000000.0,
Raw Materials,345000000.0,488000000.0,394000000.0,341000000.0,382000000.0,
Receivables,48188000000.0,44148000000.0,56924000000.0,44029000000.0,42831000000.0,
Accounts Receivable,48188000000.0,44148000000.0,56924000000.0,44029000000.0,42831000000.0,
Allowance For Doubtful Accounts Receivable,-662000000.0,-647000000.0,-830000000.0,-616000000.0,-591000000.0,
Gross Accounts Receivable,48850000000.0,44795000000.0,57754000000.0,44645000000.0,43422000000.0,
Cash Cash Equivalents And Short Term Investments,71551000000.0,78429000000.0,75531000000.0,80013000000.0,80982000000.0,
Other Short Term Investments,54069000000.0,57589000000.0,57216000000.0,60379000000.0,63677000000.0,
Cash And Cash Equivalents,17482000000.0,20840000000.0,18315000000.0,19634000000.0,17305000000.0,
Cash Equivalents,7835000000.0,10252000000.0,6744000000.0,8053000000.0,7769000000.0,
Cash Financial,9647000000.0,10588000000.0,11571000000.0,11581000000.0,9536000000.0,
