,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Current Assets,106118918000.0,92709300000.0,83777331000.0,74718525000.0,72883922000.0,
Other Current Assets,113437000.0,3242151000.0,3397276000.0,2528955000.0,115690000.0,
Prepaid Assets,12227257000.0,14904216000.0,13783867000.0,11529238000.0,9105499000.0,
Inventory,43471734000.0,42149974000.0,37765275000.0,36302156000.0,32176371000.0,
Inventories Adjustments Allowances,-20922000.0,-67171000.0,-29066000.0,-71409000.0,-76448000.0,
Other Inventories,2742552000.0,729919000.0,599447000.0,2049066000.0,165558000.0,
Finished Goods,2578547000.0,3477891000.0,2669603000.0,2546318000.0,4415384000.0,
Work In Process,12551533000.0,12287390000.0,10577075000.0,9752823000.0,9215517000.0,
Raw Materials,25620024000.0,25721945000.0,23948216000.0,22025358000.0,18456360000.0,
Other Receivables,543762000.0,1960077000.0,1351390000.0,1821098000.0,301333000.0,
Taxes Receivable,4770030000.0,,,,3981871000.0,
Accounts Receivable,28355434000.0,26856057000.0,25560791000.0,19463358000.0,20593129000.0,
Allowance For Doubtful Accounts Receivable,-32291000.0,-57724000.0,-56786000.0,-55090000.0,-52977000.0,
Gross Accounts Receivable,28387725000.0,26913781000.0,25617577000.0,19518448000.0,20646106000.0,
Cash Cash Equivalents And Short Term Investments,16637264000.0,3596825000.0,1918732000.0,3073720000.0,6610029000.0,
Cash And Cash Equivalents,16637264000.0,3596825000.0,1918732000.0,3073720000.0,6610029000.0,
Cash Equivalents,15586040000.0,2585602000.0,1757581000.0,2886681000.0,6335610000.0,
Cash Financial,1051224000.0,1011223000.0,161151000.0,187039000.0,274419000.0,
