,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Other Intangible Assets,1696386000.0,1658872000.0,1581241000.0,1556256000.0,2049530000.0,
Goodwill,2205944000.0,2272486000.0,2067681000.0,2029258000.0,2697488000.0,
Net PPE,23257108000.0,21438911000.0,19590032000.0,18307403000.0,23496675000.0,
Accumulated Depreciation,-29143012000.0,-25894764000.0,-23581782000.0,-21645496000.0,-27075929000.0,
Gross PPE,52400120000.0,47333675000.0,43171814000.0,39952899000.0,50572604000.0,
Construction In Progress,920670000.0,1632556000.0,1093039000.0,794276000.0,793047000.0,
Other Properties,649000.0,350000.0,556000.0,513000.0,644000.0,
Machinery Furniture Equipment,28686247000.0,26337212000.0,24265599000.0,22649888000.0,28871377000.0,
Buildings And Improvements,14720759000.0,11867733000.0,10924961000.0,10145719000.0,12870895000.0,
Land And Improvements,8071795000.0,7495824000.0,6887659000.0,6362503000.0,8036641000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,65110361000.0,58862926000.0,47885764000.0,43524184000.0,53401735000.0,
Other Current Assets,37822000.0,1131902000.0,998781000.0,1011706000.0,25261000.0,
Hedging Assets Current,435622000.0,756930000.0,1110096000.0,716247000.0,855776000.0,
Prepaid Assets,1087302000.0,1587465000.0,1055883000.0,809933000.0,1112778000.0,
Inventory,11830655000.0,10998733000.0,10414885000.0,8999055000.0,12115210000.0,
Inventories Adjustments Allowances,-158629000.0,-162122000.0,-147439000.0,-150565000.0,-189871000.0,
Other Inventories,518761000.0,470944000.0,432979000.0,406686000.0,534024000.0,
Finished Goods,4225357000.0,3484411000.0,3233728000.0,2369632000.0,3875548000.0,
Work In Process,583901000.0,556542000.0,480964000.0,325222000.0,399798000.0,
Raw Materials,6661265000.0,6648958000.0,6414653000.0,6048080000.0,7495711000.0,
Other Receivables,2050636000.0,2214072000.0,1927823000.0,2160597000.0,2900512000.0,
Taxes Receivable,1455052000.0,398311000.0,517586000.0,802715000.0,2133624000.0,
Accounts Receivable,21899685000.0,18441357000.0,15131201000.0,16356844000.0,17421913000.0,
Allowance For Doubtful Accounts Receivable,-95275000.0,-63147000.0,-62388000.0,-62342000.0,-87958000.0,
Gross Accounts Receivable,21994960000.0,18504504000.0,15193589000.0,16419186000.0,17509871000.0,
Cash Cash Equivalents And Short Term Investments,26313587000.0,23334156000.0,16729509000.0,12667087000.0,16836661000.0,
Other Short Term Investments,5443000.0,4825000.0,4664000.0,4594000.0,6107000.0,
Cash And Cash Equivalents,26308144000.0,23329331000.0,16724845000.0,12662493000.0,16830554000.0,
Cash Equivalents,25594580000.0,20666923000.0,14373414000.0,9663866000.0,13659218000.0,
Cash Financial,713564000.0,2662408000.0,2351431000.0,2998627000.0,3171336000.0,
