,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Accounts Payable,199086000.0,267597000.0,196156000.0,367995000.0,299080000.0,
Total Assets,32411466000.0,30472741000.0,27791277000.0,26399916000.0,23088598000.0,
Total Non Current Assets,18120808000.0,16642872000.0,15290713000.0,13737519000.0,11642974000.0,
Other Non Current Assets,900995000.0,665574000.0,627451000.0,653124000.0,570030000.0,
Non Current Prepaid Assets,1536678000.0,1635147000.0,1572624000.0,2288493000.0,1949484000.0,
Non Current Deferred Taxes Assets,1203392000.0,1418302000.0,1579867000.0,867397000.0,1014000000.0,
Investmentin Financial Assets,,,3095445000.0,,1714999000.0,218753000.0
Available For Sale Securities,,,,,1714999000.0,218753000.0
Long Term Equity Investment,2476094000.0,2330003000.0,2139197000.0,1973340000.0,,
Investmentsin Subsidiariesat Cost,2476094000.0,2330003000.0,2139197000.0,1973340000.0,,
Investment Properties,1390350000.0,,,,0.0,9792000.0
Goodwill And Other Intangible Assets,38495000.0,179954000.0,179857000.0,177116000.0,107452000.0,
Other Intangible Assets,38495000.0,50543000.0,61043000.0,67514000.0,12199000.0,
Goodwill,0.0,129411000.0,118814000.0,109602000.0,95253000.0,
Net PPE,10246639000.0,8969630000.0,7415044000.0,5866920000.0,4872990000.0,
Accumulated Depreciation,-21987605000.0,-20556472000.0,-18798144000.0,-17139925000.0,-14852031000.0,
Gross PPE,32234244000.0,29526102000.0,26213188000.0,23006845000.0,19725021000.0,
Construction In Progress,3826897000.0,2878167000.0,1756254000.0,540428000.0,421963000.0,
Other Properties,,10645000.0,12305000.0,15292000.0,,16407000.0
Machinery Furniture Equipment,12447047000.0,11679903000.0,10692472000.0,9937505000.0,8589553000.0,
Buildings And Improvements,32662000.0,,,,60263000.0,
Land And Improvements,4044661000.0,,,,2694682000.0,
Properties,11882977000.0,14957387000.0,13752157000.0,12513620000.0,7958560000.0,
Current Assets,14290658000.0,13829869000.0,12500564000.0,12662397000.0,11445624000.0,
Other Current Assets,,,4703000.0,,,5628000.0
Assets Held For Sale Current,,,,,0.0,0.0
Restricted Cash,2584743000.0,2577326000.0,881908000.0,1511735000.0,1409863000.0,
Prepaid Assets,138798000.0,95278000.0,139989000.0,96432000.0,291514000.0,
Inventory,2766612000.0,1864227000.0,1405058000.0,1377158000.0,1357704000.0,
Other Inventories,,,,-1000.0,,
Work In Process,1649425000.0,611013000.0,285346000.0,343393000.0,795919000.0,
Raw Materials,1117187000.0,1253214000.0,1119712000.0,1033766000.0,561785000.0,
Other Receivables,424000.0,21646000.0,53563000.0,77407000.0,637000.0,
Taxes Receivable,259464000.0,240487000.0,234215000.0,59686000.0,152610000.0,
Accounts Receivable,3133000.0,3666000.0,2593000.0,4403000.0,407000.0,
Allowance For Doubtful Accounts Receivable,-61388000.0,,,,-62340000.0,
Gross Accounts Receivable,64521000.0,,,,62747000.0,
Cash Cash Equivalents And Short Term Investments,8537484000.0,9027239000.0,9783238000.0,9535576000.0,8232889000.0,
Other Short Term Investments,8430119000.0,7870034000.0,8734134000.0,8730095000.0,7972799000.0,
Cash And Cash Equivalents,107365000.0,1157205000.0,1049104000.0,805481000.0,260090000.0,
Cash Equivalents,73087000.0,1145856000.0,1035291000.0,45937000.0,6443000.0,
Cash Financial,34278000.0,11349000.0,13813000.0,759544000.0,253647000.0,
