,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Restricted Cash,820895000.0,750388000.0,661091000.0,627989000.0,444312000.0,
Prepaid Assets,226156000.0,301679000.0,352301000.0,409803000.0,195942000.0,
Inventory,8701217000.0,12012574000.0,14799446000.0,10681064000.0,9712040000.0,
Inventories Adjustments Allowances,-265234000.0,-299487000.0,-221188000.0,-226920000.0,-131428000.0,
Finished Goods,3623053000.0,7849643000.0,10793805000.0,7288601000.0,6116846000.0,
Work In Process,2093645000.0,884976000.0,2034634000.0,1828611000.0,1171506000.0,
Raw Materials,3249753000.0,3577442000.0,2192195000.0,1790772000.0,2555116000.0,
Other Receivables,12270904000.0,10879351000.0,9682730000.0,9115511000.0,7113612000.0,
Taxes Receivable,612660000.0,,,,164819000.0,
Accounts Receivable,20885083000.0,14320097000.0,20182520000.0,23318049000.0,18417698000.0,
Allowance For Doubtful Accounts Receivable,-267800000.0,-196699000.0,-469773000.0,-497641000.0,-342652000.0,
Gross Accounts Receivable,21152883000.0,14516796000.0,20652293000.0,23815690000.0,18760350000.0,
Cash Cash Equivalents And Short Term Investments,18976120000.0,19945412000.0,17841559000.0,27635661000.0,24411949000.0,
Other Short Term Investments,81195000.0,79643000.0,79643000.0,40048000.0,40788000.0,
Cash And Cash Equivalents,18894925000.0,19865769000.0,17761916000.0,27595613000.0,24371161000.0,
Cash Equivalents,18543218000.0,1566454000.0,1637992000.0,487209000.0,23957120000.0,
Cash Financial,351707000.0,18299315000.0,16123924000.0,27108404000.0,414041000.0,
