,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Current Accrued Expenses,,3801000000.0,,,,3270000000.0
Payables,,17269000000.0,,,,17401000000.0
Total Tax Payable,,2473000000.0,,,,2276000000.0
Income Tax Payable,,2473000000.0,,,,2276000000.0
Accounts Payable,,14796000000.0,,,,15125000000.0
Total Assets,197046000000.0,196219000000.0,197772000000.0,195110000000.0,197774000000.0,
Total Non Current Assets,173379000000.0,170978000000.0,172279000000.0,170474000000.0,171803000000.0,
Other Non Current Assets,10148000000.0,13101000000.0,13786000000.0,13964000000.0,10968000000.0,
Non Current Deferred Assets,32505000000.0,32312000000.0,32799000000.0,32590000000.0,32725000000.0,
Investments And Advances,8902000000.0,4459000000.0,4632000000.0,3007000000.0,3084000000.0,
Investmentin Financial Assets,,1779000000.0,,,,392000000.0
Long Term Equity Investment,,2680000000.0,,,,2688000000.0
Goodwill And Other Intangible Assets,83684000000.0,84065000000.0,85021000000.0,85388000000.0,89705000000.0,
Other Intangible Assets,10372000000.0,10739000000.0,11107000000.0,11474000000.0,12639000000.0,
Goodwill,73312000000.0,73326000000.0,73914000000.0,73914000000.0,77066000000.0,
Net PPE,38140000000.0,37041000000.0,36041000000.0,35525000000.0,35321000000.0,
Accumulated Depreciation,-45898000000.0,-45506000000.0,-44720000000.0,-44065000000.0,-43575000000.0,
Gross PPE,84038000000.0,82547000000.0,80761000000.0,79590000000.0,78896000000.0,
Leases,,1082000000.0,,,,1058000000.0
Construction In Progress,4581000000.0,4728000000.0,6223000000.0,6243000000.0,5618000000.0,
Other Properties,,39246000000.0,,,,35255000000.0
Machinery Furniture Equipment,,28279000000.0,,,,26358000000.0
Buildings And Improvements,78328000000.0,,73366000000.0,72173000000.0,72096000000.0,
Land And Improvements,1129000000.0,9212000000.0,1172000000.0,1174000000.0,1182000000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,23667000000.0,25241000000.0,25493000000.0,24636000000.0,25971000000.0,
Other Current Assets,1239000000.0,2391000000.0,2597000000.0,2106000000.0,1301000000.0,
Prepaid Assets,1157000000.0,2097000000.0,1992000000.0,1921000000.0,1409000000.0,
Inventory,2018000000.0,2022000000.0,1984000000.0,1948000000.0,1954000000.0,
Receivables,13767000000.0,12729000000.0,12966000000.0,12026000000.0,14115000000.0,
Receivables Adjustments Allowances,,-83000000.0,,,,-115000000.0
Other Receivables,,1113000000.0,,,,1014000000.0
Taxes Receivable,,1358000000.0,,,,1252000000.0
Accounts Receivable,13767000000.0,10341000000.0,12966000000.0,12026000000.0,14115000000.0,
Cash Cash Equivalents And Short Term Investments,5486000000.0,6002000000.0,5954000000.0,6635000000.0,7192000000.0,
Cash And Cash Equivalents,5486000000.0,6002000000.0,5954000000.0,6635000000.0,7192000000.0,
