,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Other Current Liabilities,469867000.0,621004000.0,335469000.0,5872429000.0,429096000.0,
Current Deferred Taxes Liabilities,7462365000.0,11752466000.0,5070247000.0,12476991000.0,9957055000.0,
Current Debt And Capital Lease Obligation,9053937000.0,32412420000.0,29930163000.0,34581640000.0,29968036000.0,
Current Capital Lease Obligation,125615000.0,102857000.0,87426000.0,82592000.0,86631000.0,
Current Debt,8928322000.0,32309563000.0,29842737000.0,34499048000.0,29881405000.0,
Pensionand Other Post Retirement Benefit Plans Current,117035000.0,1255697000.0,884171000.0,383990000.0,59999000.0,
Current Provisions,2194618000.0,3025833000.0,2486828000.0,1905119000.0,1166424000.0,
Payables,118177419000.0,132801962000.0,127479709000.0,104254058000.0,108128226000.0,
Other Payable,1694212000.0,902298000.0,1049608000.0,966303000.0,99245521000.0,
Dividends Payable,,10777405000.0,876000.0,503000.0,503000.0,
Total Tax Payable,12602817000.0,15073780000.0,11103163000.0,7947753000.0,8882202000.0,
Accounts Payable,103880390000.0,106048479000.0,115326062000.0,95339499000.0,,101224909000.0
Total Assets,454127527000.0,452586682000.0,418136737000.0,403484423000.0,366793673000.0,
Total Non Current Assets,268536479000.0,221707428000.0,206287812000.0,191139287000.0,165644252000.0,
Other Non Current Assets,16755004000.0,15678200000.0,13992862000.0,11976016000.0,9896408000.0,
Non Current Prepaid Assets,229344000.0,278590000.0,325558000.0,363417000.0,366136000.0,
Non Current Deferred Taxes Assets,889059000.0,2203062000.0,5764017000.0,7931178000.0,6465989000.0,
Financial Assets,47412000.0,28326000.0,67016000.0,61631000.0,36926000.0,
Investmentin Financial Assets,643333000.0,534869000.0,568430000.0,479793000.0,349430000.0,
Long Term Equity Investment,13053325000.0,11129454000.0,9715619000.0,9116881000.0,8293884000.0,
Investments In Other Ventures Under Equity Method,,,,9116881000.0,,4376601000.0
Investmentsin Associatesat Cost,13053325000.0,11129454000.0,,,8293884000.0,4376601000.0
Goodwill And Other Intangible Assets,6089856000.0,5587576000.0,5154997000.0,4863626000.0,4255217000.0,
Other Intangible Assets,6086751000.0,5584654000.0,5152315000.0,4861152000.0,4253067000.0,
Goodwill,3105000.0,2922000.0,2682000.0,2474000.0,2150000.0,
Net PPE,230829146000.0,186267351000.0,170699313000.0,156346745000.0,135980262000.0,
Accumulated Depreciation,-176569160000.0,-164464048000.0,-149085244000.0,-135598440000.0,-116145166000.0,
Gross PPE,407398306000.0,350731399000.0,319784557000.0,291945185000.0,252125428000.0,
Construction In Progress,17319440000.0,21494195000.0,17876975000.0,13428742000.0,10068238000.0,
Other Properties,1549807000.0,1366597000.0,1241658000.0,1176272000.0,1048358000.0,
Machinery Furniture Equipment,245473201000.0,225669075000.0,207025525000.0,190954792000.0,165940532000.0,
Buildings And Improvements,14515867000.0,13246737000.0,12144413000.0,11207650000.0,9736139000.0,
Land And Improvements,128539991000.0,88954795000.0,81495986000.0,75177729000.0,65332161000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,185591048000.0,230879254000.0,211848925000.0,212345136000.0,201149421000.0,
Other Current Assets,625599000.0,589650000.0,497010000.0,275317000.0,323805000.0,
Hedging Assets Current,1469176000.0,3996617000.0,1052520000.0,1977886000.0,2064355000.0,
Current Deferred Taxes Assets,7587481000.0,11752466000.0,5287764000.0,12476991000.0,9957055000.0,
Restricted Cash,12999808000.0,11390405000.0,12256372000.0,10827952000.0,4830053000.0,
Prepaid Assets,1784007000.0,2602969000.0,1707667000.0,1550532000.0,1278124000.0,
Inventory,61032696000.0,64482075000.0,65860529000.0,62682274000.0,44765959000.0,
Inventories Adjustments Allowances,-65401000.0,-85770000.0,-13475000.0,-4439000.0,-146354000.0,
Other Inventories,478512000.0,488165000.0,483170000.0,404721000.0,343104000.0,
Finished Goods,37537973000.0,41773799000.0,43732986000.0,48537586000.0,27050704000.0,
Work In Process,13885479000.0,14177062000.0,12996209000.0,11733746000.0,9851268000.0,
Raw Materials,9196133000.0,8128819000.0,8661639000.0,2010660000.0,7667237000.0,
Other Receivables,913904000.0,753273000.0,1090148000.0,1372467000.0,553295000.0,
Taxes Receivable,1572064000.0,3301870000.0,3398516000.0,2669560000.0,3743828000.0,
Accounts Receivable,37071661000.0,40361157000.0,44951907000.0,38752926000.0,40439432000.0,
Allowance For Doubtful Accounts Receivable,-343281000.0,-333847000.0,-378088000.0,-303707000.0,-288865000.0,
Gross Accounts Receivable,37414942000.0,40695004000.0,45329995000.0,39056633000.0,40728297000.0,
Cash Cash Equivalents And Short Term Investments,60534652000.0,91648772000.0,75746492000.0,79759231000.0,93193515000.0,
Other Short Term Investments,24000.0,512379000.0,134607000.0,4102401000.0,701824000.0,
Cash And Cash Equivalents,60534628000.0,91136393000.0,75611885000.0,75656830000.0,92491691000.0,
Cash Equivalents,57923350000.0,86240056000.0,73139714000.0,71536114000.0,6451479000.0,
Cash Financial,2611278000.0,4896337000.0,2472171000.0,4120716000.0,86040212000.0,
