,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Investmentin Financial Assets,467992000.0,439317000.0,412220000.0,368968000.0,516529000.0,
Available For Sale Securities,467992000.0,439317000.0,412220000.0,368968000.0,516529000.0,
Long Term Equity Investment,1887579000.0,364257000.0,344266000.0,231280000.0,285437000.0,
Investmentsin Subsidiariesat Cost,1887579000.0,364257000.0,344266000.0,231280000.0,285437000.0,
Goodwill And Other Intangible Assets,206051000.0,341085000.0,315917000.0,303483000.0,373266000.0,
Other Intangible Assets,86778000.0,39083000.0,38645000.0,47709000.0,52327000.0,
Goodwill,119273000.0,302002000.0,277272000.0,255774000.0,320939000.0,
Net PPE,521264000.0,982975000.0,928059000.0,768725000.0,795011000.0,
Accumulated Depreciation,-893208000.0,,,,-1445260000.0,
Gross PPE,1414472000.0,982975000.0,928059000.0,768725000.0,2240271000.0,
Other Properties,450281000.0,982975000.0,928059000.0,768725000.0,954847000.0,
Machinery Furniture Equipment,668724000.0,,,,797162000.0,
Buildings And Improvements,295467000.0,,,,488262000.0,
Properties,0.0,,,,0.0,
Current Assets,67515726000.0,62683743000.0,57032149000.0,52024661000.0,58510139000.0,
Other Current Assets,10676000.0,95871000.0,74504000.0,58271000.0,11135000.0,
Hedging Assets Current,55450000.0,107570000.0,58804000.0,173145000.0,33633000.0,
Assets Held For Sale Current,5075000.0,13852000.0,12891000.0,10750000.0,13539000.0,
Restricted Cash,877404000.0,,,,699422000.0,
Prepaid Assets,617842000.0,90900000.0,152075000.0,155108000.0,482274000.0,
Inventory,121640000.0,594695000.0,611989000.0,563075000.0,723376000.0,
Inventories Adjustments Allowances,0.0,,,,-15502000.0,
Other Inventories,,,,,19363000.0,
Finished Goods,32390000.0,,,,39087000.0,
Work In Process,79325000.0,,,,89512000.0,
Raw Materials,9925000.0,,,,590916000.0,
Other Receivables,80953000.0,1401787000.0,932055000.0,917358000.0,93520000.0,
Taxes Receivable,5589000.0,1467000.0,1466000.0,40038000.0,44254000.0,
Accounts Receivable,49589428000.0,44346934000.0,37957239000.0,31992592000.0,34354590000.0,
Allowance For Doubtful Accounts Receivable,-11696000.0,-35392000.0,-36359000.0,-40326000.0,-58640000.0,
Gross Accounts Receivable,49601124000.0,44382326000.0,37993598000.0,32032918000.0,34413230000.0,
Cash Cash Equivalents And Short Term Investments,16151669000.0,16030667000.0,17231126000.0,18114324000.0,22054396000.0,
Other Short Term Investments,7587434000.0,7473087000.0,15077145000.0,11379917000.0,18481785000.0,
Cash And Cash Equivalents,8564235000.0,8557580000.0,2153981000.0,6734407000.0,3572611000.0,
Cash Equivalents,8267573000.0,8334243000.0,1717518000.0,6406128000.0,2981399000.0,
Cash Financial,296662000.0,223337000.0,436463000.0,328279000.0,591211000.0,
